,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Rural,Semiurban,Urban
458,LP002472,Male,No,2,Graduate,No,4354,0.0,136,360.0,1.0,Rural,Y,1.0,0.0,0.0
459,LP002473,Male,Yes,0,Graduate,No,8334,0.0,160,360.0,1.0,Semiurban,N,0.0,1.0,0.0
460,LP002478,Male,Yes,0,Graduate,Yes,2083,4083.0,160,360.0,0.8421985815602837,Semiurban,Y,0.0,1.0,0.0
461,LP002484,Male,Yes,3+,Graduate,No,7740,0.0,128,180.0,1.0,Urban,Y,0.0,0.0,1.0
462,LP002487,Male,Yes,0,Graduate,No,3015,2188.0,153,360.0,1.0,Rural,Y,1.0,0.0,0.0
463,LP002489,Female,No,1,Not Graduate,No,5191,0.0,132,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
464,LP002493,Male,No,0,Graduate,No,4166,0.0,98,360.0,0.0,Semiurban,N,0.0,1.0,0.0
465,LP002494,Male,No,0,Graduate,No,6000,0.0,140,360.0,1.0,Rural,Y,1.0,0.0,0.0
466,LP002500,Male,Yes,3+,Not Graduate,No,2947,1664.0,70,180.0,0.0,Urban,N,0.0,0.0,1.0
467,LP002501,Male,Yes,0,Graduate,No,16692,0.0,110,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
468,LP002502,Female,Yes,2,Not Graduate,No,210,2917.0,98,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
469,LP002505,Male,Yes,0,Graduate,No,4333,2451.0,110,360.0,1.0,Urban,N,0.0,0.0,1.0
470,LP002515,Male,Yes,1,Graduate,Yes,3450,2079.0,162,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
471,LP002517,Male,Yes,1,Not Graduate,No,2653,1500.0,113,180.0,0.0,Rural,N,1.0,0.0,0.0
472,LP002519,Male,Yes,3+,Graduate,No,4691,0.0,100,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
473,LP002522,Female,No,0,Graduate,Yes,2500,0.0,93,360.0,0.8421985815602837,Urban,Y,0.0,0.0,1.0
474,LP002524,Male,No,2,Graduate,No,5532,4648.0,162,360.0,1.0,Rural,Y,1.0,0.0,0.0
475,LP002527,Male,Yes,2,Graduate,Yes,16525,1014.0,150,360.0,1.0,Rural,Y,1.0,0.0,0.0
476,LP002529,Male,Yes,2,Graduate,No,6700,1750.0,230,300.0,1.0,Semiurban,Y,0.0,1.0,0.0
477,LP002530,Male,Yes,2,Graduate,No,2873,1872.0,132,360.0,0.0,Semiurban,N,0.0,1.0,0.0
478,LP002531,Male,Yes,1,Graduate,Yes,16667,2250.0,86,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
479,LP002533,Male,Yes,2,Graduate,No,2947,1603.0,146,360.0,1.0,Urban,N,0.0,0.0,1.0
480,LP002534,Female,No,0,Not Graduate,No,4350,0.0,154,360.0,1.0,Rural,Y,1.0,0.0,0.0
481,LP002536,Male,Yes,3+,Not Graduate,No,3095,0.0,113,360.0,1.0,Rural,Y,1.0,0.0,0.0
482,LP002537,Male,Yes,0,Graduate,No,2083,3150.0,128,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
483,LP002541,Male,Yes,0,Graduate,No,10833,0.0,234,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
484,LP002543,Male,Yes,2,Graduate,No,8333,0.0,246,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
485,LP002544,Male,Yes,1,Not Graduate,No,1958,2436.0,131,360.0,1.0,Rural,Y,1.0,0.0,0.0
486,LP002545,Male,No,2,Graduate,No,3547,0.0,80,360.0,0.0,Rural,N,1.0,0.0,0.0
487,LP002547,Male,Yes,1,Graduate,No,18333,0.0,500,360.0,1.0,Urban,N,0.0,0.0,1.0
488,LP002555,Male,Yes,2,Graduate,Yes,4583,2083.0,160,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
489,LP002556,Male,No,0,Graduate,No,2435,0.0,75,360.0,1.0,Urban,N,0.0,0.0,1.0
490,LP002560,Male,No,0,Not Graduate,No,2699,2785.0,96,360.0,0.8421985815602837,Semiurban,Y,0.0,1.0,0.0
491,LP002562,Male,Yes,1,Not Graduate,No,5333,1131.0,186,360.0,0.8421985815602837,Urban,Y,0.0,0.0,1.0
492,LP002571,Male,No,0,Not Graduate,No,3691,0.0,110,360.0,1.0,Rural,Y,1.0,0.0,0.0
493,LP002582,Female,No,0,Not Graduate,Yes,17263,0.0,225,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
494,LP002585,Male,Yes,0,Graduate,No,3597,2157.0,119,360.0,0.0,Rural,N,1.0,0.0,0.0
495,LP002586,Female,Yes,1,Graduate,No,3326,913.0,105,84.0,1.0,Semiurban,Y,0.0,1.0,0.0
496,LP002587,Male,Yes,0,Not Graduate,No,2600,1700.0,107,360.0,1.0,Rural,Y,1.0,0.0,0.0
497,LP002588,Male,Yes,0,Graduate,No,4625,2857.0,111,12.0,0.8421985815602837,Urban,Y,0.0,0.0,1.0
498,LP002600,Male,Yes,1,Graduate,Yes,2895,0.0,95,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
499,LP002602,Male,No,0,Graduate,No,6283,4416.0,209,360.0,0.0,Rural,N,1.0,0.0,0.0
500,LP002603,Female,No,0,Graduate,No,645,3683.0,113,480.0,1.0,Rural,Y,1.0,0.0,0.0
501,LP002606,Female,No,0,Graduate,No,3159,0.0,100,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
502,LP002615,Male,Yes,2,Graduate,No,4865,5624.0,208,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
503,LP002618,Male,Yes,1,Not Graduate,No,4050,5302.0,138,360.0,0.8421985815602837,Rural,N,1.0,0.0,0.0
504,LP002619,Male,Yes,0,Not Graduate,No,3814,1483.0,124,300.0,1.0,Semiurban,Y,0.0,1.0,0.0
505,LP002622,Male,Yes,2,Graduate,No,3510,4416.0,243,360.0,1.0,Rural,Y,1.0,0.0,0.0
506,LP002624,Male,Yes,0,Graduate,No,20833,6667.0,480,360.0,0.8421985815602837,Urban,Y,0.0,0.0,1.0
507,LP002625,Male,No,0,Graduate,No,3583,0.0,96,360.0,1.0,Urban,N,0.0,0.0,1.0
508,LP002626,Male,Yes,0,Graduate,Yes,2479,3013.0,188,360.0,1.0,Urban,Y,0.0,0.0,1.0
509,LP002634,Female,No,1,Graduate,No,13262,0.0,40,360.0,1.0,Urban,Y,0.0,0.0,1.0
510,LP002637,Male,No,0,Not Graduate,No,3598,1287.0,100,360.0,1.0,Rural,N,1.0,0.0,0.0
511,LP002640,Male,Yes,1,Graduate,No,6065,2004.0,250,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
512,LP002643,Male,Yes,2,Graduate,No,3283,2035.0,148,360.0,1.0,Urban,Y,0.0,0.0,1.0
513,LP002648,Male,Yes,0,Graduate,No,2130,6666.0,70,180.0,1.0,Semiurban,N,0.0,1.0,0.0
514,LP002652,Male,No,0,Graduate,No,5815,3666.0,311,360.0,1.0,Rural,N,1.0,0.0,0.0
515,LP002659,Male,Yes,3+,Graduate,No,3466,3428.0,150,360.0,1.0,Rural,Y,1.0,0.0,0.0
516,LP002670,Female,Yes,2,Graduate,No,2031,1632.0,113,480.0,1.0,Semiurban,Y,0.0,1.0,0.0
517,LP002682,Male,Yes,0,Not Graduate,No,3074,1800.0,123,360.0,0.0,Semiurban,N,0.0,1.0,0.0
518,LP002683,Male,No,0,Graduate,No,4683,1915.0,185,360.0,1.0,Semiurban,N,0.0,1.0,0.0
519,LP002684,Female,No,0,Not Graduate,No,3400,0.0,95,360.0,1.0,Rural,N,1.0,0.0,0.0
520,LP002689,Male,Yes,2,Not Graduate,No,2192,1742.0,45,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
521,LP002690,Male,No,0,Graduate,No,2500,0.0,55,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
522,LP002692,Male,Yes,3+,Graduate,Yes,5677,1424.0,100,360.0,1.0,Rural,Y,1.0,0.0,0.0
523,LP002693,Male,Yes,2,Graduate,Yes,7948,7166.0,480,360.0,1.0,Rural,Y,1.0,0.0,0.0
524,LP002697,Male,No,0,Graduate,No,4680,2087.0,146,360.0,1.0,Semiurban,N,0.0,1.0,0.0
525,LP002699,Male,Yes,2,Graduate,Yes,17500,0.0,400,360.0,1.0,Rural,Y,1.0,0.0,0.0
526,LP002705,Male,Yes,0,Graduate,No,3775,0.0,110,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
527,LP002706,Male,Yes,1,Not Graduate,No,5285,1430.0,161,360.0,0.0,Semiurban,Y,0.0,1.0,0.0
528,LP002714,Male,No,1,Not Graduate,No,2679,1302.0,94,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
529,LP002716,Male,No,0,Not Graduate,No,6783,0.0,130,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
530,LP002717,Male,Yes,0,Graduate,No,1025,5500.0,216,360.0,0.8421985815602837,Rural,Y,1.0,0.0,0.0
531,LP002720,Male,Yes,3+,Graduate,No,4281,0.0,100,360.0,1.0,Urban,Y,0.0,0.0,1.0
532,LP002723,Male,No,2,Graduate,No,3588,0.0,110,360.0,0.0,Rural,N,1.0,0.0,0.0
533,LP002729,Male,No,1,Graduate,No,11250,0.0,196,360.0,0.8421985815602837,Semiurban,N,0.0,1.0,0.0
534,LP002731,Female,No,0,Not Graduate,Yes,18165,0.0,125,360.0,1.0,Urban,Y,0.0,0.0,1.0
535,LP002732,Male,No,0,Not Graduate,No,2550,2042.0,126,360.0,1.0,Rural,Y,1.0,0.0,0.0
536,LP002734,Male,Yes,0,Graduate,No,6133,3906.0,324,360.0,1.0,Urban,Y,0.0,0.0,1.0
537,LP002738,Male,No,2,Graduate,No,3617,0.0,107,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
538,LP002739,Male,Yes,0,Not Graduate,No,2917,536.0,66,360.0,1.0,Rural,N,1.0,0.0,0.0
539,LP002740,Male,Yes,3+,Graduate,No,6417,0.0,157,180.0,1.0,Rural,Y,1.0,0.0,0.0
540,LP002741,Female,Yes,1,Graduate,No,4608,2845.0,140,180.0,1.0,Semiurban,Y,0.0,1.0,0.0
541,LP002743,Female,No,0,Graduate,No,2138,0.0,99,360.0,0.0,Semiurban,N,0.0,1.0,0.0
542,LP002753,Female,No,1,Graduate,No,3652,0.0,95,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
543,LP002755,Male,Yes,1,Not Graduate,No,2239,2524.0,128,360.0,1.0,Urban,Y,0.0,0.0,1.0
544,LP002757,Female,Yes,0,Not Graduate,No,3017,663.0,102,360.0,0.8421985815602837,Semiurban,Y,0.0,1.0,0.0
545,LP002767,Male,Yes,0,Graduate,No,2768,1950.0,155,360.0,1.0,Rural,Y,1.0,0.0,0.0
546,LP002768,Male,No,0,Not Graduate,No,3358,0.0,80,36.0,1.0,Semiurban,N,0.0,1.0,0.0
547,LP002772,Male,No,0,Graduate,No,2526,1783.0,145,360.0,1.0,Rural,Y,1.0,0.0,0.0
548,LP002776,Female,No,0,Graduate,No,5000,0.0,103,360.0,0.0,Semiurban,N,0.0,1.0,0.0
549,LP002777,Male,Yes,0,Graduate,No,2785,2016.0,110,360.0,1.0,Rural,Y,1.0,0.0,0.0
550,LP002778,Male,Yes,2,Graduate,Yes,6633,0.0,146,360.0,0.0,Rural,N,1.0,0.0,0.0
551,LP002784,Male,Yes,1,Not Graduate,No,2492,2375.0,146,360.0,1.0,Rural,Y,1.0,0.0,0.0
552,LP002785,Male,Yes,1,Graduate,No,3333,3250.0,158,360.0,1.0,Urban,Y,0.0,0.0,1.0
553,LP002788,Male,Yes,0,Not Graduate,No,2454,2333.0,181,360.0,0.0,Urban,N,0.0,0.0,1.0
554,LP002789,Male,Yes,0,Graduate,No,3593,4266.0,132,180.0,0.0,Rural,N,1.0,0.0,0.0
555,LP002792,Male,Yes,1,Graduate,No,5468,1032.0,26,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
556,LP002794,Female,No,0,Graduate,No,2667,1625.0,84,360.0,0.8421985815602837,Urban,Y,0.0,0.0,1.0
557,LP002795,Male,Yes,3+,Graduate,Yes,10139,0.0,260,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
558,LP002798,Male,Yes,0,Graduate,No,3887,2669.0,162,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
559,LP002804,Female,Yes,0,Graduate,No,4180,2306.0,182,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
560,LP002807,Male,Yes,2,Not Graduate,No,3675,242.0,108,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
561,LP002813,Female,Yes,1,Graduate,Yes,19484,0.0,600,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
562,LP002820,Male,Yes,0,Graduate,No,5923,2054.0,211,360.0,1.0,Rural,Y,1.0,0.0,0.0
563,LP002821,Male,No,0,Not Graduate,Yes,5800,0.0,132,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
564,LP002832,Male,Yes,2,Graduate,No,8799,0.0,258,360.0,0.0,Urban,N,0.0,0.0,1.0
565,LP002833,Male,Yes,0,Not Graduate,No,4467,0.0,120,360.0,0.8421985815602837,Rural,Y,1.0,0.0,0.0
566,LP002836,Male,No,0,Graduate,No,3333,0.0,70,360.0,1.0,Urban,Y,0.0,0.0,1.0
567,LP002837,Male,Yes,3+,Graduate,No,3400,2500.0,123,360.0,0.0,Rural,N,1.0,0.0,0.0
568,LP002840,Female,No,0,Graduate,No,2378,0.0,9,360.0,1.0,Urban,N,0.0,0.0,1.0
569,LP002841,Male,Yes,0,Graduate,No,3166,2064.0,104,360.0,0.0,Urban,N,0.0,0.0,1.0
570,LP002842,Male,Yes,1,Graduate,No,3417,1750.0,186,360.0,1.0,Urban,Y,0.0,0.0,1.0
571,LP002847,Male,Yes,0,Graduate,No,5116,1451.0,165,360.0,0.0,Urban,N,0.0,0.0,1.0
572,LP002855,Male,Yes,2,Graduate,No,16666,0.0,275,360.0,1.0,Urban,Y,0.0,0.0,1.0
573,LP002862,Male,Yes,2,Not Graduate,No,6125,1625.0,187,480.0,1.0,Semiurban,N,0.0,1.0,0.0
574,LP002863,Male,Yes,3+,Graduate,No,6406,0.0,150,360.0,1.0,Semiurban,N,0.0,1.0,0.0
575,LP002868,Male,Yes,2,Graduate,No,3159,461.0,108,84.0,1.0,Urban,Y,0.0,0.0,1.0
576,LP002872,Male,Yes,0,Graduate,No,3087,2210.0,136,360.0,0.0,Semiurban,N,0.0,1.0,0.0
577,LP002874,Male,No,0,Graduate,No,3229,2739.0,110,360.0,1.0,Urban,Y,0.0,0.0,1.0
578,LP002877,Male,Yes,1,Graduate,No,1782,2232.0,107,360.0,1.0,Rural,Y,1.0,0.0,0.0
579,LP002888,Male,No,0,Graduate,No,3182,2917.0,161,360.0,1.0,Urban,Y,0.0,0.0,1.0
580,LP002892,Male,Yes,2,Graduate,No,6540,0.0,205,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
581,LP002893,Male,No,0,Graduate,No,1836,33837.0,90,360.0,1.0,Urban,N,0.0,0.0,1.0
582,LP002894,Female,Yes,0,Graduate,No,3166,0.0,36,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
583,LP002898,Male,Yes,1,Graduate,No,1880,0.0,61,360.0,0.8421985815602837,Rural,N,1.0,0.0,0.0
584,LP002911,Male,Yes,1,Graduate,No,2787,1917.0,146,360.0,0.0,Rural,N,1.0,0.0,0.0
585,LP002912,Male,Yes,1,Graduate,No,4283,3000.0,172,84.0,1.0,Rural,N,1.0,0.0,0.0
586,LP002916,Male,Yes,0,Graduate,No,2297,1522.0,104,360.0,1.0,Urban,Y,0.0,0.0,1.0
587,LP002917,Female,No,0,Not Graduate,No,2165,0.0,70,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
588,LP002925,Male,No,0,Graduate,No,4750,0.0,94,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
589,LP002926,Male,Yes,2,Graduate,Yes,2726,0.0,106,360.0,0.0,Semiurban,N,0.0,1.0,0.0
590,LP002928,Male,Yes,0,Graduate,No,3000,3416.0,56,180.0,1.0,Semiurban,Y,0.0,1.0,0.0
591,LP002931,Male,Yes,2,Graduate,Yes,6000,0.0,205,240.0,1.0,Semiurban,N,0.0,1.0,0.0
592,LP002933,Male,No,3+,Graduate,Yes,9357,0.0,292,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
593,LP002936,Male,Yes,0,Graduate,No,3859,3300.0,142,180.0,1.0,Rural,Y,1.0,0.0,0.0
594,LP002938,Male,Yes,0,Graduate,Yes,16120,0.0,260,360.0,1.0,Urban,Y,0.0,0.0,1.0
595,LP002940,Male,No,0,Not Graduate,No,3833,0.0,110,360.0,1.0,Rural,Y,1.0,0.0,0.0
596,LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000.0,187,360.0,1.0,Rural,N,1.0,0.0,0.0
597,LP002943,Male,No,0,Graduate,No,2987,0.0,88,360.0,0.0,Semiurban,N,0.0,1.0,0.0
598,LP002945,Male,Yes,0,Graduate,Yes,9963,0.0,180,360.0,1.0,Rural,Y,1.0,0.0,0.0
599,LP002948,Male,Yes,2,Graduate,No,5780,0.0,192,360.0,1.0,Urban,Y,0.0,0.0,1.0
600,LP002949,Female,No,3+,Graduate,No,416,41667.0,350,180.0,0.8421985815602837,Urban,N,0.0,0.0,1.0
601,LP002950,Male,Yes,0,Not Graduate,No,2894,2792.0,155,360.0,1.0,Rural,Y,1.0,0.0,0.0
602,LP002953,Male,Yes,3+,Graduate,No,5703,0.0,128,360.0,1.0,Urban,Y,0.0,0.0,1.0
603,LP002958,Male,No,0,Graduate,No,3676,4301.0,172,360.0,1.0,Rural,Y,1.0,0.0,0.0
604,LP002959,Female,Yes,1,Graduate,No,12000,0.0,496,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
605,LP002960,Male,Yes,0,Not Graduate,No,2400,3800.0,146,180.0,1.0,Urban,N,0.0,0.0,1.0
606,LP002961,Male,Yes,1,Graduate,No,3400,2500.0,173,360.0,1.0,Semiurban,Y,0.0,1.0,0.0
607,LP002964,Male,Yes,2,Not Graduate,No,3987,1411.0,157,360.0,1.0,Rural,Y,1.0,0.0,0.0
608,LP002974,Male,Yes,0,Graduate,No,3232,1950.0,108,360.0,1.0,Rural,Y,1.0,0.0,0.0
609,LP002978,Female,No,0,Graduate,No,2900,0.0,71,360.0,1.0,Rural,Y,1.0,0.0,0.0
610,LP002979,Male,Yes,3+,Graduate,No,4106,0.0,40,180.0,1.0,Rural,Y,1.0,0.0,0.0
611,LP002983,Male,Yes,1,Graduate,No,8072,240.0,253,360.0,1.0,Urban,Y,0.0,0.0,1.0
612,LP002984,Male,Yes,2,Graduate,No,7583,0.0,187,360.0,1.0,Urban,Y,0.0,0.0,1.0
613,LP002990,Female,No,0,Graduate,Yes,4583,0.0,133,360.0,0.0,Semiurban,N,0.0,1.0,0.0
